SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
Souk ,98:1a:35:ca:9f:f8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,31:45.1,40:47.1,Infrastructure,Unknown,65,-71,Souk ,98:1a:35:ca:9f:f8,-77,5745,102.5008814689603,18.157769792371997
PhoneKeo,64:2c:ac:d3:a3:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,31:49.1,40:53.3,Infrastructure,Unknown,65,-71,PhoneKeo,64:2c:ac:d3:a3:48,-84,2462,102.50088580718185,18.157944213374783
Mee,98:1a:35:83:a0:7c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,35:38.1,40:55.2,Infrastructure,Unknown,80,-64,Mee,98:1a:35:83:a0:7c,-78,5745,102.50089156313211,18.1568043701444
Mee,98:1a:35:83:a0:78,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,35:38.1,41:00.9,Infrastructure,Unknown,80,-65,Mee,98:1a:35:83:a0:78,-74,2422,102.50088903349824,18.156980637545605
LANTHONG,b8:85:7b:8b:63:4c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,35:38.1,41:13.0,Infrastructure,Unknown,81,-62,LANTHONG,b8:85:7b:8b:63:4c,-84,2462,102.50127087198146,18.15407610334648
LATDAVY,b4:04:21:87:b2:64,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",35:38.1,41:07.5,Infrastructure,Unknown,78,-66,LATDAVY,b4:04:21:87:b2:64,-78,2437,102.5010453841452,18.155273076801077
Phetmany03,5c:e8:83:8d:e8:70,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,35:38.1,41:00.9,Infrastructure,Unknown,46,-77,Phetmany03,5c:e8:83:8d:e8:70,-82,2427,102.50089156313211,18.1568043701444
Naxaythong_2floor,58:d9:d5:07:b1:51,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",35:38.1,41:09.9,Infrastructure,Unknown,53,-75,Naxaythong_2floor,58:d9:d5:07:b1:51,-81,2412,102.5010453841452,18.155273076801077
V_phone,e8:f6:54:8a:fe:fc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,35:40.4,41:03.5,Infrastructure,Unknown,22,-87,V_phone,e8:f6:54:8a:fe:fc,-86,2422,102.50104637617082,18.156069055444675
V2027,0a:5f:b8:81:ea:c3,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",35:40.4,37:40.0,Infrastructure,Unknown,31,-83,V2027,0a:5f:b8:81:ea:c3,-91,2412,102.50099574575805,18.15726142256869
Souk ,98:1a:35:ca:9f:f4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,35:41.4,40:47.1,Infrastructure,Unknown,78,-66,Souk ,98:1a:35:ca:9f:f4,-81,2437,102.5008814689603,18.157769792371997
Phout,a2:b0:c9:1a:41:6a,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",35:41.4,37:43.0,Infrastructure,Unknown,46,-77,Phout,a2:b0:c9:1a:41:6a,-86,2437,102.50099475462262,18.158022053597744
PhoneKeo,64:2c:ac:d3:a3:4d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,35:44.5,40:47.1,Infrastructure,Unknown,31,-83,PhoneKeo,64:2c:ac:d3:a3:4d,-87,5180,102.50088027707405,18.157945367582165
HUAWEI-5G-jY5D,64:2c:ac:d3:a3:4c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,35:44.5,40:47.1,Infrastructure,Unknown,31,-83,HUAWEI-5G-jY5D,64:2c:ac:d3:a3:4c,-88,5180,102.50088027707405,18.157945367582165
OPPO A18,de:79:c8:81:83:14,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",35:47.5,37:58.1,Infrastructure,Unknown,50,-76,OPPO A18,de:79:c8:81:83:14,-82,2412,102.50099900238617,18.15849706412284
HOUNGHEUANG,b8:d6:f6:35:ad:04,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,35:54.5,38:10.5,Infrastructure,Unknown,35,-81,HOUNGHEUANG,b8:d6:f6:35:ad:04,-92,5745,102.50099348889238,18.15869905987738
HOUNGHEUANG,b8:d6:f6:35:ad:00,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,35:57.9,38:16.6,Infrastructure,Unknown,50,-76,HOUNGHEUANG,b8:d6:f6:35:ad:00,-84,2422,102.50097205155048,18.15876016530505
AndroidAP_3774,02:08:22:92:bd:fb,Unknown,0,WPA2-Personal,CCMP,802.11n,44,0,0,"6,9,12,18,24,36,48,54",,37:05.4,39:09.7,Infrastructure,Unknown,14,-91,AndroidAP_3774,02:08:22:92:bd:fb,-94,5220,102.50088510653988,18.15793633327725
HUAWEI nova3 Toon,98:1a:35:ca:90:c0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,38:21.6,41:23.7,Infrastructure,Unknown,65,-71,HUAWEI nova3 Toon,98:1a:35:ca:90:c0,-76,2422,102.50127087198146,18.15407610334648
NaSayThong,14:30:04:39:d1:c0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:03.3,41:00.9,Infrastructure,Unknown,14,-91,NaSayThong,14:30:04:39:d1:c0,-87,2462,102.50104637617082,18.156069055444675
V_phone,e8:f6:54:8a:ff:01,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,39:05.5,41:05.9,Infrastructure,Unknown,24,-86,V_phone,e8:f6:54:8a:ff:01,-80,5240,102.50090886285064,18.15630888938008
Naxaythong_2floor_5G,58:d9:d5:07:b1:55,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,39:05.5,41:03.5,Infrastructure,Unknown,20,-88,Naxaythong_2floor_5G,58:d9:d5:07:b1:55,-89,5180,102.50096846020374,18.15576033499471
Som pheing,64:5e:10:6d:a6:34,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:07.5,41:07.5,Infrastructure,Unknown,43,-78,Som pheing,64:5e:10:6d:a6:34,-89,2442,102.50096846020374,18.15576033499471
HUAWEI nova3 Toon,98:1a:35:ca:90:c4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,39:08.5,41:13.0,Infrastructure,Unknown,46,-77,HUAWEI nova3 Toon,98:1a:35:ca:90:c4,-85,5745,102.5010453841452,18.155273076801077
KPTK2024,b8:85:7b:8b:38:f0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:09.7,41:13.0,Infrastructure,Unknown,46,-77,KPTK2024,b8:85:7b:8b:38:f0,-86,2462,102.50096846020374,18.15576033499471
Khamnang,14:4d:67:53:b3:d4,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:16.1,41:23.7,Infrastructure,Unknown,75,-67,Khamnang,14:4d:67:53:b3:d4,-67,2412,102.50142611125834,18.15322990466842
,64:5e:10:5a:74:fc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,39:18.3,41:15.2,Infrastructure,Unknown,33,-82,,64:5e:10:5a:74:fc,-83,5745,102.50106779712526,18.15514659386644
,64:5e:10:5a:74:f8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:18.3,41:15.2,Infrastructure,Unknown,46,-77,,64:5e:10:5a:74:f8,-91,2462,102.50127087198146,18.15407610334648
NUI SHOP 5G,6c:14:6e:72:f1:a4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,39:20.7,41:32.7,Infrastructure,Unknown,53,-75,NUI SHOP 5G,6c:14:6e:72:f1:a4,-77,5180,102.50145342897478,18.153086148492665
NUI SHOP,6c:14:6e:72:f1:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:20.7,41:32.7,Infrastructure,Unknown,70,-69,NUI SHOP,6c:14:6e:72:f1:a0,-79,2442,102.50145342897478,18.153086148492665
Litar,ac:99:29:8e:21:9c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:20.7,41:17.3,Infrastructure,Unknown,33,-82,Litar,ac:99:29:8e:21:9c,-87,2432,102.50119378190809,18.154487961887167
HOXING,44:00:4d:7e:b3:b8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:23.3,41:21.4,Infrastructure,Unknown,62,-72,HOXING,44:00:4d:7e:b3:b8,-88,2437,102.50119378190809,18.154487961887167
Syhom phavongsy 5G,6c:14:6e:6f:a8:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,39:27.6,41:28.9,Infrastructure,Unknown,38,-80,Syhom phavongsy 5G,6c:14:6e:6f:a8:48,-88,5745,102.5013222726984,18.153796135929216
Syhom phavongsy ,6c:14:6e:6f:a8:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:28.9,41:28.9,Infrastructure,Unknown,60,-73,Syhom phavongsy ,6c:14:6e:6f:a8:44,-85,2462,102.50145342897478,18.153086148492665
Saulideth,cc:29:bd:68:83:24,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:35.3,41:38.9,Infrastructure,Unknown,57,-74,Saulideth,cc:29:bd:68:83:24,-69,2452,102.50171953627589,18.151651796216385
Phat sone ,04:e7:95:3c:50:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:37.2,41:32.7,Infrastructure,Unknown,53,-75,Phat sone ,04:e7:95:3c:50:d4,-88,2462,102.50159485355624,18.152367017405805
PHENG,e8:f6:54:7e:83:08,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:37.2,41:32.7,Infrastructure,Unknown,24,-86,PHENG,e8:f6:54:7e:83:08,-87,2427,102.50159485355624,18.152367017405805
NaayNoy,b8:85:7b:8b:45:2d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0,0,"6,9,12,18,24,36,48,54",,39:40.2,41:42.3,Infrastructure,Unknown,50,-76,NaayNoy,b8:85:7b:8b:45:2d,-79,5200,102.50171953627589,18.151651796216385
NaayNoy,b8:85:7b:8b:45:28,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:40.2,41:42.3,Infrastructure,Unknown,83,-59,NaayNoy,b8:85:7b:8b:45:28,-86,2427,102.5018763932676,18.150632249369227
Thanadon,6c:14:6e:72:af:3c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,39:41.9,41:42.3,Infrastructure,Unknown,43,-78,Thanadon,6c:14:6e:72:af:3c,-78,5745,102.50171953627589,18.151651796216385
Thanadon,6c:14:6e:72:af:38,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:41.9,41:40.6,Infrastructure,Unknown,35,-81,Thanadon,6c:14:6e:72:af:38,-80,2432,102.50171953627589,18.151651796216385
CHICKEN,e8:f6:54:bd:0c:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:41.9,41:42.3,Infrastructure,Unknown,57,-74,CHICKEN,e8:f6:54:bd:0c:18,-81,2462,102.50171953627589,18.151651796216385
Vilayphone,5c:e8:83:de:ac:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:41.9,41:42.3,Infrastructure,Unknown,46,-77,Vilayphone,5c:e8:83:de:ac:54,-77,2442,102.50200326697632,18.149894522653096
CHICKEN,e8:f6:54:bd:0c:1d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,39:43.8,41:40.6,Infrastructure,Unknown,24,-86,CHICKEN,e8:f6:54:bd:0c:1d,-88,5240,102.50171953627589,18.151651796216385
Aae,6c:14:6e:73:19:cc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:45.4,41:47.8,Infrastructure,Unknown,38,-80,Aae,6c:14:6e:73:19:cc,-81,2462,102.50200326697632,18.149894522653096
UNITEL_Elay,40:ee:15:96:3a:0c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:45.4,41:51.5,Infrastructure,Unknown,81,-63,UNITEL_Elay,40:ee:15:96:3a:0c,-66,2412,102.50208545751576,18.14945624071988
HUAWEI-5G-Bb47,5c:e8:83:de:ac:58,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,39:47.2,41:44.1,Infrastructure,Unknown,14,-91,HUAWEI-5G-Bb47,5c:e8:83:de:ac:58,-79,5180,102.50183065303516,18.15092607740492
Alisa Beauity & Salon,02:89:90:1e:8e:66,Unknown,0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:50.0,41:49.7,Infrastructure,Unknown,43,-78,Alisa Beauity & Salon,02:89:90:1e:8e:66,-79,2432,102.502359906414,18.14811540272497
Boudsady1,14:4d:67:53:f7:b0,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:51.3,42:09.4,Infrastructure,Unknown,90,-47,Boudsady1,14:4d:67:53:f7:b0,-56,2442,102.50269024747244,18.146628147181104
Hongkeo HMI,c0:25:e9:c1:75:24,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:55.7,42:03.9,Infrastructure,Unknown,40,-79,Hongkeo HMI,c0:25:e9:c1:75:24,-88,2427,102.50208545751576,18.14945624071988
soulaxay5G,c4:fb:aa:a7:88:00,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:00.1,41:56.8,Infrastructure,Unknown,43,-78,soulaxay5G,c4:fb:aa:a7:88:00,-83,5745,102.50208545751576,18.14945624071988
Xayya inthavong 5G,c4:fb:aa:a7:18:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:00.1,42:00.4,Infrastructure,Unknown,43,-78,Xayya inthavong 5G,c4:fb:aa:a7:18:60,-89,5745,102.50208545751576,18.14945624071988
BX-B00W402303000386,4a:55:19:dc:86:dd,Unknown,0,Open,,802.11g,11,0,0,"5.5,11","1,2,6,12,24,48,54,9,18,36",40:00.1,42:02.0,Infrastructure,Unknown,33,-82,BX-B00W402303000386,4a:55:19:dc:86:dd,-88,2462,102.50223518963392,18.14871947101128
Paphut sone,c4:fb:aa:a8:51:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:02.7,42:00.4,Infrastructure,Unknown,29,-84,Paphut sone,c4:fb:aa:a8:51:98,-86,5745,102.50223518963392,18.14871947101128
Paphut sone,c4:fb:aa:a8:51:94,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:02.7,42:00.4,Infrastructure,Unknown,75,-67,Paphut sone,c4:fb:aa:a8:51:94,-90,2457,102.50223518963392,18.14871947101128
Xayya inthavong,c4:fb:aa:a7:18:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:02.7,41:58.5,Infrastructure,Unknown,43,-78,Xayya inthavong,c4:fb:aa:a7:18:5c,-87,2412,102.50223518963392,18.14871947101128
4G-UFI-A39,a0:0e:ea:24:2a:39,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:07.0,42:03.9,Infrastructure,Unknown,22,-87,4G-UFI-A39,a0:0e:ea:24:2a:39,-93,2437,102.50256095802992,18.147216735203063
AFTERSHOCK,2c:9d:1e:a8:33:e8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:07.0,42:03.9,Infrastructure,Unknown,60,-73,AFTERSHOCK,2c:9d:1e:a8:33:e8,-88,2417,102.5023918735234,18.147963998766528
add1,14:4d:67:4c:52:4c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:08.6,42:21.6,Infrastructure,Unknown,53,-75,add1,14:4d:67:4c:52:4c,-82,2457,102.50319968783216,18.144163450305257
vivo Y36,06:58:65:a1:6d:f3,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:11.4,42:13.7,Infrastructure,Unknown,82,-60,vivo Y36,06:58:65:a1:6d:f3,-80,2412,102.50300402425604,18.1451126367392
Phon,48:8e:ef:d2:ec:90,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:13.0,42:16.3,Infrastructure,Unknown,83,-59,Phon,48:8e:ef:d2:ec:90,-82,2462,102.5027217831449,18.146479998179768
Siam kebab cheere,14:46:58:e6:7c:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:19.9,42:21.6,Infrastructure,Unknown,83,-58,Siam kebab cheere,14:46:58:e6:7c:60,-74,2432,102.50310287216104,18.144637895263525
BCIMF,14:30:04:62:ae:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:21.4,42:32.0,Infrastructure,Unknown,62,-72,BCIMF,14:30:04:62:ae:8c,-78,2462,102.50326254420052,18.143847998484176
add,40:7d:0f:44:41:84,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:21.4,42:21.6,Infrastructure,Unknown,65,-71,add,40:7d:0f:44:41:84,-84,2457,102.5028778911574,18.14573090915589
Siam kebab cheere,14:46:58:e6:7c:64,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:23.2,42:21.6,Infrastructure,Unknown,80,-64,Siam kebab cheere,14:46:58:e6:7c:64,-70,5745,102.5028778911574,18.14573090915589
My VW 4950,9e:50:d1:cf:9f:fe,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",40:23.2,42:21.6,Infrastructure,Unknown,50,-76,My VW 4950,9e:50:d1:cf:9f:fe,-90,2437,102.5028778911574,18.14573090915589
MEE,a0:44:5c:35:cb:40,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:24.9,42:26.3,Infrastructure,Unknown,43,-78,MEE,a0:44:5c:35:cb:40,-82,2422,102.50326254420052,18.143847998484176
VILAKHONE 1,14:4d:67:4c:39:bc,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:24.9,42:21.6,Infrastructure,Unknown,35,-81,VILAKHONE 1,14:4d:67:4c:39:bc,-89,2412,102.50303669820096,18.144954959991423
HiaSon,b4:04:21:87:1b:32,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:26.5,42:35.8,Infrastructure,Unknown,80,-64,HiaSon,b4:04:21:87:1b:32,-70,2437,102.5037497861656,18.14198064011936
SK OFFICE,ac:84:c6:1f:49:04,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:29.5,42:26.3,Infrastructure,Unknown,29,-84,SK OFFICE,ac:84:c6:1f:49:04,-87,2447,102.50303669820096,18.144954959991423
Infinix SMART 8,c6:74:93:da:2b:53,Unknown,0,WPA2-Personal,CCMP,802.11ac,3,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:29.5,42:29.5,Infrastructure,Unknown,43,-78,Infinix SMART 8,c6:74:93:da:2b:53,-89,2422,102.50326254420052,18.143847998484176
Sone1,e8:f6:54:bd:9a:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:32.9,42:29.5,Infrastructure,Unknown,35,-81,Sone1,e8:f6:54:bd:9a:dc,-86,2412,102.50319968783216,18.144163450305257
E LAI ,64:5e:10:6d:84:00,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:34.5,42:32.0,Infrastructure,Unknown,53,-75,E LAI ,64:5e:10:6d:84:00,-90,2422,102.50336387721016,18.14337927576373
SounThon,1c:3c:d4:0b:08:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:39.1,42:39.0,Infrastructure,Unknown,38,-80,SounThon,1c:3c:d4:0b:08:8c,-89,2462,102.50336387721016,18.14337927576373
Khame 5G,6c:14:6e:72:d7:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:40.6,42:53.8,Infrastructure,Unknown,60,-73,Khame 5G,6c:14:6e:72:d7:48,-65,5745,102.50494155170522,18.140342846028595
ThanaKone,4c:d6:29:bf:26:f0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:40.6,42:39.0,Infrastructure,Unknown,75,-67,ThanaKone,4c:d6:29:bf:26:f0,-72,2432,102.5039888926255,18.14160480255
Teeman,c4:fb:aa:a7:27:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:40.6,42:50.0,Infrastructure,Unknown,46,-77,Teeman,c4:fb:aa:a7:27:d4,-75,2442,102.50417163805494,18.14135279917392
yer,22:8d:1b:49:46:c3,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:40.6,42:37.5,Infrastructure,Unknown,43,-78,yer,22:8d:1b:49:46:c3,-88,2412,102.5039888926255,18.14160480255
Adisone,ec:c0:1b:98:d7:40,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:40.6,42:39.0,Infrastructure,Unknown,35,-81,Adisone,ec:c0:1b:98:d7:40,-84,2412,102.50351210831823,18.142645458721
DALA,14:46:58:e7:57:00,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:44.8,42:46.0,Infrastructure,Unknown,43,-78,DALA,14:46:58:e7:57:00,-91,5745,102.5039888926255,18.14160480255
DALA,14:46:58:e7:56:fc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:44.8,42:46.0,Infrastructure,Unknown,60,-73,DALA,14:46:58:e7:56:fc,-81,2462,102.5037497861656,18.14198064011936
